TransactionID;Date;StoreID;ProdID;CustomerID;UnitsSold;Descrição;Tamanho;Cor;ValueSold;Promo
227;14/01/2022;Loja009;123004;90019;1;Regata;M;Cinza;35,99;0
228;14/01/2022;Loja009;123008;90007;1;Calça pantalona;G;Vermelho;89,99;0
229;14/01/2022;Loja010;123006;90090;3;Colete;P;Preto;167,97;0
230;14/01/2022;Loja007;123008;90016;1;Calça pantalona;G;Vermelho;89,99;0
231;14/01/2022;Loja006;123005;90000;2;Blusa em malha;  P;Cinza;99,98;0
232;14/01/2022;Loja004;123002;90053;2;Camisa manga longa;M;Preto;55,98;0
233;14/01/2022;Loja006;123005;90002;2;Blusa em malha;  P;Cinza;99,98;0
234;14/01/2022;Loja005;123001;90074;2;Calça algodão;  G;Cinza;51,98;0
235;14/01/2022;Loja004;123002;90025;2;Camisa manga longa;M;Preto;55,98;0
236;14/01/2022;Loja004;123007;90030;2;Camisa jeans;P;Vermelho;119,98;0
237;14/01/2022;Loja008;123005;90007;1;Blusa em malha;  P;Cinza;49,99;0
238;14/01/2022;Loja010;123007;90020;3;Camisa jeans;P;Vermelho;179,97;0
239;14/01/2022;Loja009;123008;90039;3;Calça pantalona;G;Vermelho;269,97;0
240;14/01/2022;Loja009;123002;90074;1;Camisa manga longa;M;Preto;27,99;0
241;14/01/2022;Loja003;123005;90055;1;Blusa em malha;  P;Cinza;49,99;0
242;14/01/2022;Loja007;123000;90071;3;Calça liso;  P;Azul;59,97;0
243;14/01/2022;Loja003;123007;90067;3;Camisa jeans;P;Vermelho;161,973;1
244;14/01/2022;Loja009;123008;90018;3;Calça pantalona;G;Vermelho;269,97;0
245;14/01/2022;Loja003;123004;90070;2;Regata;M;Cinza;64,782;1
246;14/01/2022;Loja002;123006;90076;2;Colete;P;Preto;111,98;0
247;14/01/2022;Loja009;123003;90012;1;Blusa manga curta; M;Vermelho;27,99;0
248;14/01/2022;Loja002;123002;90098;1;Camisa manga longa;M;Preto;27,99;0
249;14/01/2022;Loja007;123003;90001;3;Blusa manga curta; M;Vermelho;83,97;0
250;15/01/2022;Loja003;123006;90068;2;Colete;P;Preto;100,782;1
251;15/01/2022;Loja009;123009;90049;2;Jaqueta;GG;Vermelho;165,582;1
252;15/01/2022;Loja009;123008;90071;3;Calça pantalona;G;Vermelho;269,97;0
253;15/01/2022;Loja006;123004;90042;1;Regata;M;Cinza;35,99;0
254;15/01/2022;Loja002;123001;90036;2;Calça algodão;  G;Cinza;51,98;0
255;15/01/2022;Loja003;123005;90032;3;Blusa em malha;  P;Cinza;149,97;0
256;16/01/2022;Loja002;123001;90065;2;Calça algodão;  G;Cinza;51,98;0
257;16/01/2022;Loja009;123003;90074;2;Blusa manga curta; M;Vermelho;55,98;0
258;17/01/2022;Loja002;123001;90092;1;Calça algodão;  G;Cinza;25,99;0
259;17/01/2022;Loja009;123008;90097;3;Calça pantalona;G;Vermelho;269,97;0
260;18/01/2022;Loja010;123008;90071;2;Calça pantalona;G;Vermelho;179,98;0
261;18/01/2022;Loja007;123007;90065;3;Camisa jeans;P;Vermelho;179,97;0
262;18/01/2022;Loja004;123005;90007;2;Blusa em malha;  P;Cinza;99,98;0
263;19/01/2022;Loja001;123005;90021;2;Blusa em malha;  P;Cinza;99,98;0
264;19/01/2022;Loja001;123005;90030;3;Blusa em malha;  P;Cinza;149,97;0
265;19/01/2022;Loja006;123001;90006;3;Calça algodão;  G;Cinza;77,97;0
266;19/01/2022;Loja007;123007;90062;4;Camisa jeans;P;Vermelho;239,96;0
267;19/01/2022;Loja004;123002;90079;2;Camisa manga longa;M;Preto;50,382;1
268;19/01/2022;Loja007;123008;90038;3;Calça pantalona;G;Vermelho;269,97;0
269;19/01/2022;Loja004;123002;90094;3;Camisa manga longa;M;Preto;83,97;0
270;19/01/2022;Loja001;123001;90063;2;Calça algodão;  G;Cinza;46,782;1
271;19/01/2022;Loja005;123008;90045;3;Calça pantalona;G;Vermelho;269,97;0
272;19/01/2022;Loja009;123003;90043;3;Blusa manga curta; M;Vermelho;83,97;0
273;19/01/2022;Loja009;123009;90069;1;Jaqueta;GG;Vermelho;91,99;0
274;19/01/2022;Loja002;123004;90001;3;Regata;M;Cinza;97,173;1
275;19/01/2022;Loja006;123008;90050;3;Calça pantalona;G;Vermelho;269,97;0
276;19/01/2022;Loja008;123009;90059;3;Jaqueta;GG;Vermelho;275,97;0
277;19/01/2022;Loja009;123001;90084;3;Calça algodão;  G;Cinza;77,97;0
278;19/01/2022;Loja002;123001;90079;4;Calça algodão;  G;Cinza;103,96;0
279;19/01/2022;Loja001;123000;90068;3;Calça liso;  P;Azul;59,97;0
280;19/01/2022;Loja008;123001;90080;3;Calça algodão;  G;Cinza;70,173;1
281;19/01/2022;Loja008;123003;90046;1;Blusa manga curta; M;Vermelho;27,99;0
282;19/01/2022;Loja008;123005;90059;2;Blusa em malha;  P;Cinza;89,982;1
283;19/01/2022;Loja004;123001;90012;1;Calça algodão;  G;Cinza;25,99;0
284;19/01/2022;Loja005;123007;90008;3;Camisa jeans;P;Vermelho;179,97;0
285;19/01/2022;Loja002;123009;90018;1;Jaqueta;GG;Vermelho;91,99;0
286;19/01/2022;Loja008;123008;90031;1;Calça pantalona;G;Vermelho;89,99;0
287;19/01/2022;Loja007;123002;90065;3;Camisa manga longa;M;Preto;83,97;0
288;19/01/2022;Loja001;123001;90072;4;Calça algodão;  G;Cinza;93,564;1
289;19/01/2022;Loja005;123005;90058;3;Blusa em malha;  P;Cinza;149,97;0
290;19/01/2022;Loja007;123003;90014;2;Blusa manga curta; M;Vermelho;55,98;0
291;19/01/2022;Loja006;123006;90008;2;Colete;P;Preto;111,98;0
292;19/01/2022;Loja002;123007;90045;2;Camisa jeans;P;Vermelho;119,98;0
293;20/01/2022;Loja008;123008;90009;2;Calça pantalona;G;Vermelho;179,98;0
294;20/01/2022;Loja004;123006;90056;2;Colete;P;Preto;111,98;0
295;20/01/2022;Loja001;123004;90058;2;Regata;M;Cinza;71,98;0
296;20/01/2022;Loja002;123007;90093;1;Camisa jeans;P;Vermelho;53,991;1
297;20/01/2022;Loja002;123009;90023;2;Jaqueta;GG;Vermelho;183,98;0
298;20/01/2022;Loja001;123004;90046;4;Regata;M;Cinza;143,96;0
299;20/01/2022;Loja004;123000;90062;2;Calça liso;  P;Azul;35,982;1
300;20/01/2022;Loja009;123008;90047;3;Calça pantalona;G;Vermelho;269,97;0
301;20/01/2022;Loja005;123005;90011;3;Blusa em malha;  P;Cinza;149,97;0
302;20/01/2022;Loja005;123001;90053;2;Calça algodão;  G;Cinza;51,98;0
303;20/01/2022;Loja003;123007;90031;1;Camisa jeans;P;Vermelho;59,99;0
304;20/01/2022;Loja002;123005;90091;2;Blusa em malha;  P;Cinza;89,982;1
305;21/01/2022;Loja005;123002;90094;3;Camisa manga longa;M;Preto;83,97;0
306;21/01/2022;Loja006;123005;90022;4;Blusa em malha;  P;Cinza;199,96;0
307;21/01/2022;Loja009;123002;90078;2;Camisa manga longa;M;Preto;55,98;0
308;21/01/2022;Loja003;123003;90050;2;Blusa manga curta; M;Vermelho;55,98;0
309;21/01/2022;Loja009;123008;90097;3;Calça pantalona;G;Vermelho;242,973;1
310;21/01/2022;Loja003;123001;90027;4;Calça algodão;  G;Cinza;103,96;0
311;21/01/2022;Loja010;123004;90014;2;Regata;M;Cinza;71,98;0
312;21/01/2022;Loja009;123007;90093;1;Camisa jeans;P;Vermelho;59,99;0
313;22/01/2022;Loja007;123008;90084;1;Calça pantalona;G;Vermelho;89,99;0
314;22/01/2022;Loja008;123003;90052;2;Blusa manga curta; M;Vermelho;55,98;0
315;22/01/2022;Loja004;123005;90023;3;Blusa em malha;  P;Cinza;149,97;0
316;22/01/2022;Loja009;123001;90060;4;Calça algodão;  G;Cinza;103,96;0
317;22/01/2022;Loja007;123006;90038;3;Colete;P;Preto;167,97;0
318;22/01/2022;Loja010;123007;90019;2;Camisa jeans;P;Vermelho;119,98;0
319;22/01/2022;Loja006;123009;90094;1;Jaqueta;GG;Vermelho;91,99;0
320;22/01/2022;Loja005;123003;90068;4;Blusa manga curta; M;Vermelho;111,96;0
321;22/01/2022;Loja009;123005;90004;2;Blusa em malha;  P;Cinza;89,982;1
322;22/01/2022;Loja009;123007;90038;2;Camisa jeans;P;Vermelho;107,982;1
323;22/01/2022;Loja009;123002;90095;3;Camisa manga longa;M;Preto;75,573;1
324;22/01/2022;Loja008;123001;90053;3;Calça algodão;  G;Cinza;77,97;0
325;22/01/2022;Loja007;123005;90012;2;Blusa em malha;  P;Cinza;99,98;0
